proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,expert_business_relevance,expert_teaching,biblical_context,thematic_category,cultural_authenticity,source,source_reference,original_proverb_number,page_number,extraction_date,validation_status,expert_notes
MW_089,Uthaka wa mundurume ni mbeeca. M,The beauty of a man is money.,"Accept a person for what they are and not for what they have. “If you marry a monkey for his wealth, the money goes and the monkey remains as is. ~ Egyptian proverb","Accept a person for what they are and not for what they have. “If you marry a monkey for his wealth, the money goes and the monkey remains as is. ~ Egyptian proverb | Teaching: It teaches that a person is judged by what he has in terms of property and wealth. A rich person is acceptable even if he is ugly and has other vices. He can be tolerated because of his money. Women especially, prefer men who have something tender about them — especially the legal kind. | Focus: Wealth creation and prosperity principles","It teaches that a person is judged by what he has in terms of property and wealth. A rich person is acceptable even if he is ugly and has other vices. He can be tolerated because of his money. Women especially, prefer men who have something tender about them — especially the legal kind.","Romans 8:34 “Who is to condemn? Christ Jesus is the one who died— more than that, who was raised—who is at the right hand of God, who indeed is interceding for us.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,,89,125,2025-10-02,expert_validated,Category: W
MW_090,Uthuri wa gitonga ndunungaga.,A rich man’s breaking of wind is odourless,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,Ba 945,90,128,2025-10-02,expert_validated,Category: MW
MW_090,Uthuri wa gitonga ndunungaga.,A rich man’s breaking of wind is odourless.,Money is power! “Some are more equal than others!”- The Animal Farm by George Orwell,"Money is power! “Some are more equal than others!”- The Animal Farm by George Orwell | Teaching: A rich man may have objectionable habits, but people do not pay much attention to him because of his money and position. But inaudibly, it is judged by the same people, and God. No specialty should be given to some.","A rich man may have objectionable habits, but people do not pay much attention to him because of his money and position. But inaudibly, it is judged by the same people, and God. No specialty should be given to some.","Galatians 3:28 “There is neither Jew nor Greek, there is neither slave nor free, there is no male and female, for you are all one in Christ Je",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,Ba 945,90,128,2025-10-02,expert_validated,Category: MW
MW_091,Utonga nduhanyukagiruo.,Riches are not rushed for.,,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"Ba 95, N 619, GJW U 129",91,129,2025-10-02,expert_validated,Category: W
MW_091,Utonga nduhanyukagiruo.,Riches are not rushed for.,Come easy go easy.,Come easy go easy. | Teaching: It warns against wrongly acquired wealth. One should work hard and meticulously so as to acquire it. | Focus: Wealth creation and prosperity principles,It warns against wrongly acquired wealth. One should work hard and meticulously so as to acquire it.,"Proverbs 13:11 “Wealth gained hastily will dwindle, but whoever gathers little by little will increase it.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"Ba 95, N 619, GJW U 129",91,129,2025-10-02,expert_validated,Category: W
MW_092,Utonga nduri nyoni.,Riches have no bird of ill will.,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"Ba 953, KW vol.1 pg 311, GJW U 130",92,131,2025-10-02,expert_validated,Category: MW
MW_092,Utonga nduri nyoni.,Riches have no bird of ill will.,Wealth is good!,Wealth is good! | Teaching: It teaches that being wealthy is not bad as long as the riches and the position are used for a positive purpose.,It teaches that being wealthy is not bad as long as the riches and the position are used for a positive purpose.,"James 1:17 “Every good gift and every perfect gift is from above, coming down from the Father of lights with whom there is no variation of shadow due to change.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"Ba 953, KW vol.1 pg 311, GJW U 130",92,131,2025-10-02,expert_validated,Category: MW
MW_093,Utonga ni kiiruru.,Riches are but a shadow.,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"Ba 952, GJW U 131, KW vol.1 pg 320",93,132,2025-10-02,expert_validated,Category: MW
MW_093,Utonga ni kiiruru.,Riches are but a shadow.,Riches do not last forever.,"Riches do not last forever. | Teaching: It teaches that a person should not pursue wealth aimlessly. It may seem easy or obvious to acquire, only for one to realize it is impossible;","It teaches that a person should not pursue wealth aimlessly. It may seem easy or obvious to acquire, only for one to realize it is impossible;","Matthew 6:19-21 ""Do not store up for yourselves treasures on earth, where moth and rust destroy, and where thieves break in and steal. But store up for yourselves treasures in heaven, where moth and rust do not destroy, and where thieves do not break in and steal. For where your treasure is, there your heart will be also.",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"Ba 952, GJW U 131, KW vol.1 pg 320",93,132,2025-10-02,expert_validated,Category: MW
MW_094,Utonga ni wa ngai.,Wealth belongs to God.,,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW U 132, N 620",94,133,2025-10-02,expert_validated,Category: MW
MW_094,Utonga ni wa ngai.,Wealth belongs to God.,Prosperity comes by fate.,Prosperity comes by fate. | Teaching: It teaches that prosperity comes from God. Each person should live his/her life without comparing themselves to others. We cannot all be equal.,It teaches that prosperity comes from God. Each person should live his/her life without comparing themselves to others. We cannot all be equal.,"Deuteronomy: 8: 17-18 ""My power and the might of my hand have gained me this wealth,"" we need to ""remember the LORD your God, for it is He who gives you power to get wealth",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW U 132, N 620",94,133,2025-10-02,expert_validated,Category: MW
MW_095,Utonga wa muthiini ni ciana. W,The wealth of the poor consists in having children.,,Focus: Wealth creation and prosperity principles,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,,95,135,2025-10-02,expert_validated,Category: W
MW_095,Utonga wa muthiini ni ciana. W,The wealth of the poor consists in having children.,"Children support parents later in life when one is physically weak. “The old woman looks after the child to grow its teeth and the young one in turn looks after the old woman when she loses her teeth.” ~ Akan (Ghana, Ivory Coast) proverb","Children support parents later in life when one is physically weak. “The old woman looks after the child to grow its teeth and the young one in turn looks after the old woman when she loses her teeth.” ~ Akan (Ghana, Ivory Coast) proverb | Teaching: It teaches that children are a treasure to a family because they carry forth the generation. People should have children in order to carry respect and honour., and to have pride and hope about the future. | Focus: Wealth creation and prosperity principles","It teaches that children are a treasure to a family because they carry forth the generation. People should have children in order to carry respect and honour., and to have pride and hope about the future.","Psalms 127:3 “Behold, children are a heritage from the Lord, the fruit of the womb, a reward.” Proverbs 13:22 “A good [man] leaveth an inheritance to his children's children: and the wealth of the sinner [is] laid up for the just.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,,95,135,2025-10-02,expert_validated,Category: W
MW_096,"Utonga wa muici nduthuunaga, na ni uteeaga wake.","Unlawful riches do not prosper, they ruin even the legitimate ones.",,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW U 133,Ba 954",96,136,2025-10-02,expert_validated,Category: MW
MW_096,"Utonga wa muici nduthuunaga, na ni uteeaga wake.","Unlawful riches do not prosper, they ruin even the legitimate ones.",Corruption leads to poverty.,Corruption leads to poverty. | Teaching: This proverb warns that fraudulently acquired wealth does not increase one’s prosperity. Instead it ultimately consumes that which he had acquired in the rightful way.,This proverb warns that fraudulently acquired wealth does not increase one’s prosperity. Instead it ultimately consumes that which he had acquired in the rightful way.,"Proverbs 11:1 “The LORD abhors dishonest scales, but accurate weights are his delight.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"GJW U 133,Ba 954",96,136,2025-10-02,expert_validated,Category: MW
MW_097,Waariire aanyamaririe weigiire.,"He who ate (spent all his resources) persecuted the one who kept some aside. 98.Wagi ndumenanagirwo (GJW W 18, N 641) W English: Poverty does not cause enemity. 99.Waagi wi gitaranio. (KW vol.1 pg 348) W English: Lacking leads to dreamy thoughts of what the opposite would bring. 100.Wooni wi njaci. (Ba 991, KW vol.1 pg 321) MW English: The state of having acquired wealth, breeds contemptuous pride. A COLLECTION OF 100 PROVERBS AND WISE SAYINGS OF THE GIKUYU OF KENYA ABOUT MONEY AND WEALTH",,Business wisdom from tradition,,,wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"Ba 975, N 639",97,137,2025-10-02,expert_validated,Category: MW
MW_097,Waariire aanyamaririe weigiire.,He who ate (spent all his resources) persecuted the one who kept some aside.,A fool and his money are soon parted.,"A fool and his money are soon parted. | Teaching: People who are spendthrifts and don’t save, view by those who have been saving their money and wealth, with envy and jelousy.","People who are spendthrifts and don’t save, view by those who have been saving their money and wealth, with envy and jelousy.","Philippians 2:3 “Do nothing from rivalry or conceit, but in humility count others more significant than yourselves.”",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"Ba 975, N 639",97,137,2025-10-02,expert_validated,Category: MW
MW_098,Wagi ndumenanagirwo.,Poverty does not cause enemity.,Do not despise the poor.,Do not despise the poor. | Teaching: It teaches that people should not hate each other because of poverty. Instead they should accept and appreciate each other as human beings. | Focus: Wealth creation and prosperity principles,It teaches that people should not hate each other because of poverty. Instead they should accept and appreciate each other as human beings.,Psalms 69:33”The Lord hears the cries of the needy; He does not despise His who are prisoners.”,poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,"GJW W 18, N 641",98,139,2025-10-02,expert_validated,Category: W
MW_099,Waagi wi gitaranio.,Lacking leads to dreamy thoughts of what the opposite would bring.,There is hope always that a people can change their status positively.,There is hope always that a people can change their status positively. | Teaching: This proverb teaches that it is usual for poor people to hope that their financial status can change for the better in future. They imagine what wealth would bring into their lives.,This proverb teaches that it is usual for poor people to hope that their financial status can change for the better in future. They imagine what wealth would bring into their lives.,"Jeremiah 29:11 “For I know the plans I have for you, declares the Lord, plans for welfare and not for evil, to give you a future and a hope.”",poverty_hardship,5.0,Margaret_Wambere_Ireri_2014,KW vol.1 pg 348,99,140,2025-10-02,expert_validated,Category: MW
MW_100,"Wooni wi njaci. (woni wi njaci, wagi gitaranjo)","The state of having acquired wealth, breeds contemptuous pride.",Pride comes before a fall. “Make some money but don’t let money make you.” ~ Tanzania,"Pride comes before a fall. “Make some money but don’t let money make you.” ~ Tanzania | Teaching: It teaches that as a consequence of their wealth, people can look down upon and demean others. A poor man does not have these traits because he is in thought wondering how to deal with his poverty. | Focus: Wealth creation and prosperity principles","It teaches that as a consequence of their wealth, people can look down upon and demean others. A poor man does not have these traits because he is in thought wondering how to deal with his poverty.","Daniel 5:20 “But when his heart became arrogant and hardened with pride, he was deposed from his royal throne and stripped of his glory.” REFERENCES Gerald J Wanjohi (2001), Under One Roof – Gikuyu Proverbs Consolidated, Nairobi, Paulines Publications Africa. Ngumbu Njururi, (1984), Gikuyu Proverbs, Revised Edition, Nairobi, Oxford University Press. Kamau-Wango, (2009) Thimo Cia Agikuyu – Proverbs of the Kikuyu People, Volume 1, Nairobi, Flamekeepers Publishing Company. Barra G., (1939) 1000 Kikuyu Proverbs with Translations and English Equivalents, Kenya Literature Bureau, Nairobi",wealth_acquisition,5.0,Margaret_Wambere_Ireri_2014,"woni wi njaci, wagi gitaranjo",100,0,2025-10-02,expert_validated,Category: W
