proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,openai_literal,openai_proverb,openai_reasoning,openai_confidence,openai_time,cohere_literal,cohere_proverb,cohere_reasoning,cohere_confidence,cohere_time,nllb_literal,nllb_proverb,nllb_confidence,nllb_time,google_literal,google_proverb,google_time,timestamp
MW_052,Mundu-muka ndatumagwo thiriini.,A woman is not sent to fetch debts.,"Do not invite unnecessary acrimony. “Angry people are not always wise.” ― Jane Austen, Pride and Prejudice",A person who is not married does not have a home.,A single person lacks a sense of belonging.,"The Kikuyu proverb emphasizes the importance of marriage and family as foundational to one's identity and sense of home. In many cultures, including Kikuyu, marriage is seen as a crucial step towards stability and social acceptance. The proverb suggests that without this social bond, a person may feel incomplete or disconnected from their community. The English equivalent captures the essence of this sentiment, focusing on the idea of belonging rather than the literal concept of a home.",0.9,3.882578134536743,Person-come-and-let-us-talk-in-the-morning.,"A new day brings new perspectives, so let's discuss it in the morning.","The Kikuyu proverb emphasizes the idea of postponing difficult conversations until the morning, implying that a fresh start and a clear mind can lead to better resolution. It's a metaphorical way of suggesting that time and a change of scenery can bring new insights and calm tempers.",0.9,3.36080002784729,The world is not going to be saved.,The world is not going to be saved.,0.85,1.3013839721679688,Munku - The Munkiyo Thunderi The Thunderi.,Munku - The Munkiyo Thunderi The Thunderi.,1.9948368072509766,2025-10-10T02:09:33.402082
MW_053,"Muriio wa njoohi niuriukagwo, no wa indo nduriukagwo. . (GJW M 341, Ba","The drunkenness of beer passes away, but that of wealth does not.",Avarice increases with wealth. “The wealth which enslaves the owner isn’t wealth. ~ Yoruba Saying,"The path of the goat is not blocked, but that of the person is blocked.","A goat can find its way, but a person may face obstacles.","The Kikuyu proverb uses the imagery of a goat, which is often seen as resourceful and able to navigate difficult terrain, to contrast with the human experience, which can be fraught with challenges and barriers. The transformation to English captures the essence of resilience and adaptability in the face of life's difficulties, emphasizing that while some may navigate life smoothly, others may encounter significant hurdles. This reflects a broader cultural understanding of perseverance and the different paths individuals take in life.",0.9,4.534426212310791,"A wound/cut from a thorn tree (njoohi) heals, but a wound/cut from a spear (indo) does not.","A thorn's scratch may heal, but a spear's wound is fatal.","The literal translation maintains the original structure and imagery of the Kikuyu proverb. The thorn tree (njoohi) and spear (indo) are direct translations of the Kikuyu terms. The proverb conveys the idea that some injuries, like those caused by a thorn, are minor and recoverable, while others, like those inflicted by a spear, are severe and often irreversible. This transformation simplifies the language while preserving the core metaphorical meaning, making it more accessible to English speakers while still conveying the original wisdom.",0.95,8.990171909332275,"The spirit of the drinker is awakened, but the spirit of things is not.","The spirit of the drinker is awakened, but the spirit of things is not.",0.85,1.8936731815338135,"He jealous of thee, and we were in the face of the harvest. . (GRY ​​341, Ba","He jealous of thee, and we were in the face of the harvest. . (GRY ​​341, Ba",2.078277111053467,2025-10-10T02:09:50.899836
MW_054,"Muthiini niathinukaga, no munyamaari ndathiinukaga.","A poor man can overcome poverty, but a man poor at heart can never.",Everyone is able to do better. “It always seems impossible until it’s done.” ~ Nelson Mandela,"The medicine does not fail, but the healer does fail.","The remedy is effective, but the practitioner may not be.","The proverb emphasizes the distinction between the effectiveness of a solution (medicine) and the competence of the person administering it (healer). In Kikuyu culture, this reflects a common belief in the importance of both the tools and the skills of the individual using them. The transformation to English captures the essence of the proverb while making it relatable to a broader audience, emphasizing the reliability of the remedy over the practitioner’s abilities.",0.9,3.3374359607696533,"Muthiini (small bird) niathinukaga (perches), no munyamaari (big tree) ndathiinukaga (it perches).","A small bird finds its perch, so does a big tree.","The Kikuyu proverb highlights the idea that regardless of size or status, everyone finds their place or position in life. The literal translation maintains the imagery of a small bird and a large tree both finding a place to perch, symbolizing how different entities, big or small, can coexist and find their niche. The English equivalent captures this idea by using a more general phrasing that emphasizes the concept of finding one's place, removing the specific imagery of birds and trees while preserving the underlying meaning.",0.9,3.9696528911590576,"And the tree shall be cut down, and the tree of life shall be removed.","And the tree shall be cut down, and the tree of life shall be removed.",0.85,1.7048430442810059,"Muthiini is still, and the young I'm approaching.","Muthiini is still, and the young I'm approaching.",2.012347936630249,2025-10-10T02:10:01.925429
MW_055,Muthinio ni kuona akiriite muthinio ni waagi.,He who is troubled by wealth surpasses the one troubled by poverty.,Retaining a good position anywhere is difficult; just as remaining wealthy.,The one who sees is the one who has been shown.,Seeing is believing.,"The Kikuyu proverb emphasizes the importance of direct experience and understanding, suggesting that true knowledge comes from personal observation rather than hearsay. The English equivalent 'Seeing is believing' captures this essence, implying that firsthand experience is crucial for conviction. Both phrases highlight the value of insight and awareness, but the English version is more idiomatic and widely recognized in Western cultures.",0.9,2.930345058441162,A door is seen when it is opened; a door is closed when it is shut.,You only see the value of something when it's gone.,"The Kikuyu proverb uses the imagery of a door opening and closing to illustrate the idea of something becoming visible or hidden. When the door is open, you can see what lies beyond; when it's closed, you can't. This directly translates to the concept of appreciating something only after it's no longer accessible. The English proverb captures this metaphorical meaning more idiomatically and concisely.",0.9,4.023864030838013,The first is to see the cross and the builders.,The first is to see the cross and the builders.,0.85,1.5668349266052246,Muthinio is a scourant of cuna akiiite muthinio.,Muthinio is a scourant of cuna akiiite muthinio.,1.4225001335144043,2025-10-10T02:10:11.870684
MW_056,Mutongi ndathethukaga. .,Whoever would like to be rich must have patience.,Patience pays!,A judge does not judge himself.,You can't be the judge of your own actions.,"The Kikuyu proverb emphasizes the idea that one cannot impartially evaluate their own behavior or decisions, as personal bias often clouds judgment. The English equivalent captures this sentiment, highlighting the importance of external perspectives in assessing one's actions. The transformation from a literal to a proverb format reflects the cultural understanding that self-judgment is often flawed and that accountability often requires an outside viewpoint.",0.9,7.854560852050781,Mutongi ndathethukaga.,"1. The axe knows its tree.
2. The tool knows its job.","The literal translation maintains the structure but loses the metaphorical depth. The Kikuyu proverb uses 'Mutongi' (axe) as a metaphor for expertise or the right tool for a specific task ('ndathethukaga' - it knows/recognizes).

In Kikuyu culture, an axe is a symbol of skill and precision, used for carving wood to create art or practical items. The proverb emphasizes the importance of using the right tool for the job, or recognizing one's own expertise and applying it appropriately. 

The first English translation captures the idea of a specific tool recognizing its intended task, while the second focuses on the broader concept of expertise matching the task at hand.",0.95,6.106340169906616,The judge is not angry. . .,The judge is not angry. . .,0.85,1.3687889575958252,Mutongi I wounded. .,Mutongi I wounded. .,1.7936320304870605,2025-10-10T02:10:28.995284
MW_057,Mutongi ndathethukaga. .,Whoever would like to be rich must have patience.,"No pains, no gains.",A ruler does not get lost.,A leader always finds their way.,"The Kikuyu proverb emphasizes the idea that a good leader or ruler possesses the wisdom and capability to navigate challenges and uncertainties. The literal translation captures the essence of the original phrase, but the proverb translation conveys the broader cultural understanding that effective leadership involves guidance and direction, suggesting that true leaders are adept at overcoming obstacles. This transformation is necessary to make the proverb resonate with an English-speaking audience, who may not share the same cultural context regarding leadership. The phrase 'finds their way' is a common idiom in English that implies problem-solving and resilience.",0.9,3.4431569576263428,Mutongi ndathethukaga (Kikuyu) = A thief is one who steals (English),"Honesty is the best policy, or, You can't outsmart an honest person.","The Kikuyu proverb 'Mutongi ndathethukaga' literally translates to 'A thief is one who steals,' but its cultural meaning goes beyond the literal translation. In Kikuyu culture, this proverb is used to emphasize the futility of dishonesty and the ultimate reward of honesty. It suggests that attempts to steal or deceive will eventually be revealed, and it's better to be honest from the start. The English proverbs 'Honesty is the best policy' and 'You can't outsmart an honest person' capture this essence by highlighting the long-term benefits of truthfulness and the ineffectiveness of trying to be cunning or deceitful.",0.9,8.234548091888428,The judge is not angry. . .,The judge is not angry. . .,0.85,0.8548061847686768,Mutongi I wounded. .,Mutongi I wounded. .,0.3336780071258545,2025-10-10T02:10:41.862519
MW_058,Mwana ni indo.,A child bears prosperity.,A male child is the supposedly reliable pillar of the home.,Child is a treasure.,A child is a blessing.,"The Kikuyu proverb 'Mwana ni indo' emphasizes the value and importance of a child in the family and community, akin to a treasure. In English, the phrase 'A child is a blessing' conveys a similar sentiment, highlighting the joy and positive impact children bring to their parents and society. Both translations reflect the cultural significance of children as valuable and cherished members of the community, though the English version uses a more common idiomatic expression.",0.9,3.3586668968200684,Child is a pot.,Children are vessels to be filled.,"The Kikuyu proverb 'Mwana ni indo' uses the metaphor of a pot (indo) to represent a child (mwana). In Kikuyu culture, this imagery conveys the idea that children are malleable and impressionable, much like a pot that can be shaped and filled. The English equivalent captures this metaphorical meaning by emphasizing the potential for growth and the importance of nurturing and guiding children. The transformation from the literal translation to the proverb takes into account the cultural context and the intended meaning of the original Kikuyu expression.",0.9,4.027519941329956,A child is a thing.,A child is a thing.,0.85,1.3169872760772705,Mwana indo.,Mwana indo.,1.9077050685882568,2025-10-10T02:10:52.475790
MW_059,Mwana wa kahii ti wa kairiitu.,"A male child, is not a female child.",A son is believed to be prudent in taking care of property.,Child of a thief is not a thief.,A child is not responsible for the sins of their parent.,"The Kikuyu proverb emphasizes that one's lineage or parentage does not determine one's character or actions. In translating this to English, the focus shifts from the specific context of theft to a broader moral lesson about personal responsibility and the idea that individuals should not be judged solely based on their family's actions. This transformation captures the essence of the proverb while making it relatable to a wider audience.",0.9,4.7315709590911865,"Child of a fool, does not know how to laugh.",A chip off the old block; The apple doesn't fall far from the tree.,"The Kikuyu proverb highlights the idea that a child often reflects the traits and behaviors of their parents, especially if they are raised in the same environment.  While the literal translation focuses on the lack of knowledge (of how to laugh) attributed to the child of a fool, the English proverbs emphasize the tendency for offspring to resemble their parents in character or behavior.  

The Kikuyu proverb uses the specific example of laughter as a metaphor for general knowledge, wisdom, and social skills.  Laughter is seen as a sign of intelligence, understanding, and social adaptability - something a 'fool' would lack and therefore wouldn't be able to pass on to their child. 

The English proverbs, while not using laughter specifically, convey the same core idea of inherited traits and behaviors through more general metaphors about apples and chips.",0.85,5.16544508934021,The firstborn is the son of Kairitu.,The firstborn is the son of Kairitu.,0.85,1.39674711227417,MUSE Time Kahii Time Time.,MUSE Time Kahii Time Time.,1.4932441711425781,2025-10-10T02:11:05.263923
MW_060,Mwanake wi na indo ndoihanaga.,"The youth who has enough to buy his girl, need not beseech her.",Money is the sinew of love as well as war.,A child has no place where they do not belong.,Every child is at home wherever they are loved.,"The Kikuyu proverb emphasizes the idea that a child is inherently connected to their community and finds belonging through love and acceptance, rather than through physical location. The natural English equivalent captures the essence of this belonging and the importance of love in a child's life, reflecting a universal truth about familial and communal bonds. The transformation from a literal to a proverb form involves shifting from a specific cultural context to a more general understanding that resonates across cultures.",0.9,3.2306699752807617,Child has a mind that cannot be predicted.,A child's mind is a mystery.,"The Kikuyu proverb highlights the unpredictability and inscrutability of a child's thoughts and actions. The literal translation maintains the original structure but loses some of the cultural nuance. The proverb translation, on the other hand, captures the essence of the saying in a more natural and idiomatic English expression, emphasizing the mystery and unpredictability of children's minds, which is a concept understood across cultures.",0.9,3.391995906829834,The boy who has nothing to give.,The boy who has nothing to give.,0.85,1.361116886138916,His son and Indo Ndoihanaga.,His son and Indo Ndoihanaga.,1.1464948654174805,2025-10-10T02:11:14.395287
MW_061,Mwendia niaguraga.,The one who sells also buys.,To sell and to buy are both business.,The one who goes ahead is the one who gets to choose.,The early bird catches the worm.,"The Kikuyu proverb emphasizes the idea that those who take initiative or act first have the advantage in making choices or securing opportunities. The English equivalent captures this sentiment by suggesting that being proactive leads to success, which aligns with the cultural value of taking action to achieve one's goals. Both proverbs highlight the importance of initiative and the benefits that come from being ahead of others.",0.9,2.438875913619995,"The one who plants, reaps.",You reap what you sow.,"The Kikuyu proverb 'Mwendia niaguraga' directly translates to 'The one who plants, reaps'. This is a simple and clear statement that reflects the idea of cause and effect, where one's actions (planting) directly lead to a corresponding result (reaping). In English, the equivalent proverb 'You reap what you sow' carries the same meaning, emphasizing that the consequences of one's actions are in direct proportion to those actions. The metaphorical transformation from the literal translation to the proverb maintains the agricultural imagery to convey the broader concept of cause and effect in a memorable and culturally relatable way.",0.95,4.268465280532837,I bought it.,I bought it.,0.85,1.1190307140350342,Niaguraga.,Niaguraga.,1.9092128276824951,2025-10-10T02:11:24.905872
MW_062,Muthuuri athikagwo na indo.,An old man is buried with his wealth.,"After death of a wealthy man, his riches also diminish.",A person does not get lost with a guide.,A wise person knows how to seek guidance.,"The Kikuyu proverb emphasizes the importance of seeking help and guidance in navigating life's challenges. The literal translation highlights the idea of not getting lost with a guide, which can be understood metaphorically as relying on wisdom or advice from others. The proverb translation captures the essence of this wisdom and the value of seeking guidance, which is a common theme in many cultures. The transformation from a literal to a proverb form reflects the cultural significance of mentorship and the communal aspect of knowledge sharing in Kikuyu society.",0.9,6.550108909606934,Muthuri (spear) athikagwo (that has been sharpened) na (by) indo (fire).,A sharp spear is tempered by fire.,"This proverb uses the image of a spear being sharpened and hardened by fire to convey the idea that difficult experiences or challenges (represented by fire) can make someone stronger and more resilient (like a sharp spear). The literal translation maintains the structure and imagery, while the proverb translation captures the underlying meaning in a more natural English expression.",0.95,3.3929877281188965,A man is buried with things.,A man is buried with things.,0.85,1.2944440841674805,The person is not indo.,The person is not indo.,1.9882447719573975,2025-10-10T02:11:38.132716
MW_063,Ndonga imwe ndihingaga iriuko.,A rich man cannot block the ford.,No living man is all things. Many hands are better than one.,One rope does not hold a goat.,You can't rely on just one source.,"The Kikuyu proverb uses the imagery of a rope and a goat to convey the idea that relying on a single means or method can lead to failure, especially in the context of securing something valuable. The natural English equivalent captures the essence of the proverb by emphasizing the importance of having multiple sources or options to ensure success. This transformation reflects the cultural understanding of resourcefulness and caution in decision-making.",0.9,3.224730968475342,One finger cannot lift a load.,You can't do it alone; teamwork is essential.,"The Kikuyu proverb uses the image of a single finger trying to lift a heavy load, which is impossible. This highlights the importance of collective effort and teamwork. In English, the equivalent expression emphasizes the necessity of working together to achieve a goal, as one person cannot manage it single-handedly.",0.9,3.077744960784912,I don't have a clue.,I don't have a clue.,0.85,1.3295438289642334,I will go one with a doer,I will go one with a doer,2.1643590927124023,2025-10-10T02:11:47.930127
MW_064,Ndonga naanu irugiitwo ni mukari.,"An arrogant rich man, is surpassed by a miser.",Being mean is a vice not easy to break.,A woman is the one who has been given the responsibility.,"Behind every successful man, there is a strong woman.","The Kikuyu proverb emphasizes the important role of women in supporting and enabling success, suggesting that their contributions are often overlooked. The English equivalent captures this sentiment by acknowledging the influence and strength of women in the success of men, reflecting a similar cultural recognition of women's roles. Both expressions highlight the significance of women in societal and familial contexts, though the English version is more focused on success rather than responsibility.",0.9,3.019482135772705,A person who climbs a tree with his buttocks is a thief.,He who does not use the proper tools for a task is a thief of time.,"The Kikuyu proverb uses the imagery of a person climbing a tree with their buttocks, which is an awkward and improper way to climb a tree, to symbolize someone using the wrong tools or approach for a task. In Kikuyu culture, this is associated with theft, as it implies wasting time or resources through inefficiency. The English translation captures this idea by focusing on the inefficiency and impropriety of using the wrong tools, equating it to stealing time.",0.9,4.274529933929443,The next step is to get rid of the anger.,The next step is to get rid of the anger.,0.85,1.4228858947753906,Ndonga naanu Irugiitwo ni mukari.,Ndonga naanu Irugiitwo ni mukari.,0.6187567710876465,2025-10-10T02:11:57.266829
MW_065,Ndugu nyingi ithaatagia muhuko.,Many acquaintances deplete the pocket.,Choose friends who add value to your life. “To be without a friend is to be poor indeed.” ~ Tanzanian proverb,Many siblings do not abandon their mother.,Blood is thicker than water.,"The Kikuyu proverb emphasizes the importance of family ties and loyalty, suggesting that siblings will always support their mother, reflecting a deep cultural value placed on familial relationships. The English equivalent captures a similar sentiment about the strength of family bonds, although it may not specifically mention the mother. Both expressions highlight the idea that family connections are paramount and should be prioritized over other relationships.",0.9,2.498490810394287,Many siblings make the fire burn brighter.,Many hands make the fire burn brighter.,"The Kikuyu proverb 'Ndugu nyingi ithaatagia muhuko' literally translates to 'Many siblings make the fire burn brighter.' The term 'ndugu nyingi' means 'many siblings' and 'ithaatagia muhuko' can be broken down to 'make the fire burn brighter.' However, for the English equivalent, substituting 'siblings' with 'hands' captures the essence of the proverb more idiomatically in English. It conveys the same idea that having many people contributing to a task makes it more effective, similar to how multiple logs added to a fire make it burn more intensely. This transformation preserves the metaphorical meaning while adapting to English cultural context.",0.9,4.295368909835815,Many brothers don't wear a purse.,Many brothers don't wear a purse.,0.85,1.3538429737091064,Many brothers will be able to make a point.,Many brothers will be able to make a point.,1.4077420234680176,2025-10-10T02:12:06.823301
MW_066,Ngai ndoonagio nda.,God is not shown one’s belly.,"Do not blow your own trumpet, instead show gratitude to God.",God is the one who gives the rain.,It's up to God to provide for us.,"The Kikuyu proverb emphasizes the belief in divine providence and the idea that ultimate control over life's necessities lies with a higher power. The literal translation maintains the imagery of rain as a symbol of sustenance and blessings, while the proverb translation captures the essence of reliance on God for provision, which is a common theme in many cultures. This transformation reflects the cultural understanding that human efforts are secondary to divine will.",0.9,2.407823324203491,Ngai (God) ndoonagio (is the one who) nda (speaks).,God is the ultimate authority; His word is final.,"The Kikuyu proverb emphasizes the divine authority and sovereignty of God (Ngai) by highlighting His power to speak (ndoonagio) and have the final say (nda). The English translation captures this idea by stating that God, as the ultimate authority, has the power to determine and communicate the truth or decision.",0.9,3.8165600299835205,God is not a father.,God is not a father.,0.85,1.203808069229126,Let I share Gio.,Let I share Gio.,1.6175930500030518,2025-10-10T02:12:15.870317
MW_067,Ngia itari thiiri ti ngia.,A poor person with no debts is not so poor a person.,Nobody has everything or is self sufficient.,A path that is not traveled is not a path.,An untraveled road leads nowhere.,"The Kikuyu proverb emphasizes the idea that without action or experience, one cannot gain knowledge or reach a destination. The literal translation retains the imagery of a path, suggesting that potential is meaningless without engagement. The proverb translation captures the essence of the original meaning, conveying that opportunities or choices that are not pursued yield no results. Both translations reflect the importance of taking initiative and the futility of inaction.",0.9,3.067891836166382,Ngia itari thiiri ti ngia: Beat the drum for the dance of the ngia (a type of traditional dance).,"1. Lead the way in your own unique style.
2. Embrace and celebrate your heritage and traditions.","This Kikuyu proverb encourages individuals to take pride in their cultural identity and traditions. The act of 'beating the drum' symbolizes taking initiative and setting the rhythm for others to follow, much like leading a traditional dance. The 'ngia' dance represents a specific cultural practice, but in translation, it can be generalized to represent one's unique cultural heritage. The proverb also implies that by embracing and showcasing one's traditions, they contribute to the richness and diversity of the community as a whole.",0.9,4.654584884643555,I'm not a hairdresser.,I'm not a hairdresser.,0.85,1.3358008861541748,Inside the Italian Italian.,Inside the Italian Italian.,1.316185712814331,2025-10-10T02:12:26.246570
MW_068,Njuuku ni migathi ya ndonga,,"Ignore slander and go about your endeavours. Teaching This proverb teaches when one is rich, they are prone to being talked about, either positively or negatively. This is due to curiosity, admiration, or envy among other feelings. A rich person should therefore shoulder all these burdens and plough on with their business.",The birds are the messengers of the forest,The early bird catches the worm,"The Kikuyu proverb emphasizes the idea that birds (or messengers) play a crucial role in conveying important information, much like how being proactive and alert can lead to success. The English equivalent captures the essence of taking initiative and being timely in order to achieve one's goals, reflecting a similar cultural value of diligence and awareness. The transformation involves shifting from a literal interpretation of birds as messengers to a metaphorical understanding of seizing opportunities.",0.8,2.4525790214538574,Njuuku is the branches of a fence,A strong fence makes a good neighbour.,"The Kikuyu proverb 'Njuuku ni migathi ya ndonga' uses the image of a fence's branches (njuuku) to represent the idea of a protective barrier. In the English translation, I've opted for a proverb that conveys a similar message about the importance of a sturdy boundary to foster good relations, much like a fence that keeps intruders out and defines property lines. The metaphorical transformation moves from a specific cultural image (branches of a fence in Kikuyu culture) to a more universally understood idiom about good neighbourly relations.",0.9,4.067684173583984,The tree of life and the tree of the knowledge of good and evil,The tree of life and the tree of the knowledge of good and evil,0.85,1.501540184020996,Njuuku is the miles,Njuuku is the miles,2.197490930557251,2025-10-10T02:12:36.467045
MW_069,"Riua ritiri gitonga no ngia theri. (Riua ritiui gitonga no ngia their) (GJW R 23,Ba","The sun has no rich people, but only the poor people.",Human beings have similar rough experiences in life.,A person who does not have a goat does not know the taste of meat.,You don't know what you're missing until you have it.,"The Kikuyu proverb uses the imagery of goats and meat to convey the idea that one cannot appreciate something they have never experienced. In Kikuyu culture, goats are often associated with wealth and sustenance, and the taste of meat symbolizes a higher status or enjoyment. The English equivalent captures the essence of this idea, emphasizing the importance of experience in understanding value. The transformation focuses on the broader concept of missing out on experiences rather than the specific cultural references.",0.9,4.093122959136963,"Two eyes see the same thing differently, but when they come together, they see better.",Two heads are better than one.,"The Kikuyu proverb highlights the importance of perspective and collaboration. Just as two eyes provide binocular vision, allowing for depth perception and a more comprehensive understanding of the visual field, two people working together can offer different viewpoints and insights, leading to better decision-making and problem-solving. The English proverb 'Two heads are better than one' captures this collaborative spirit and the idea that collective wisdom surpasses individual knowledge.",0.9,3.277117967605591,The sun is not rich and not theri. (Sun is not wealthy and not theirs),The sun is not rich and not theri. (Sun is not wealthy and not theirs),0.85,1.9910831451416016,"Rioua ritiri gitonga does not. (Rua ritiu gitonga does not give the people) (gjw 23,ba","Rioua ritiri gitonga does not. (Rua ritiu gitonga does not give the people) (gjw 23,ba",1.941032886505127,2025-10-10T02:12:47.770637
MW_070,Ruthuuro rutiiyuragia ikumbi,Selected goods do not fill the granary.,Desire for good things is endless.,The path does not lead to the house of the fool,"A wise person finds their way, while a fool remains lost","The Kikuyu proverb emphasizes the idea that wisdom and knowledge guide one to success or a good outcome, while foolishness leads to confusion and failure. The transformation captures the essence of the original message while making it relatable in English, using familiar idiomatic expressions. The imagery of a path leading to a house is maintained, but the focus shifts to the contrasting outcomes of wise versus foolish behavior.",0.9,2.9616801738739014,A single finger cannot press down a lump of millet.,You can't accomplish something significant alone; it takes a collective effort.,"The Kikuyu proverb 'Ruthuuro rutiiyuragia ikumbi' highlights the importance of teamwork and community. Millet is a small grain that, when in a large quantity (a lump), cannot be effectively pressed down or processed by a single finger. This mirrors the idea that substantial tasks or challenges cannot be overcome by individual efforts alone; cooperation and collective action are necessary. The English translation aims to convey this sense of collective responsibility and the limitations of individual action.",0.9,4.1759631633758545,The wind does not fill the clouds,The wind does not fill the clouds,0.85,1.2794361114501953,Tituusuro Rithuragia is a potter,Tituusuro Rithuragia is a potter,2.069352149963379,2025-10-10T02:12:58.258121
MW_071,Ruua rukuhi rutiri thogora.,A short hide is of no value.,Do not under-estimate the benefits that small things can bring.,A path that is not walked does not wear out.,You can't wear out a path you don't take.,"The Kikuyu proverb emphasizes the idea that if you do not take action or make an effort, nothing will change or be affected. The metaphor of a path wearing out suggests that experiences and actions shape our lives, and by not engaging with opportunities, we miss out on growth and learning. The English equivalent captures this essence while maintaining a natural flow in the language.",0.9,4.916098117828369,"Ruua rukuhi rutiri thogora translates to: ""A cow that follows a calf gets lost.""",A bird in the hand is worth two in the bush.,"While the literal translation maintains the original structure, the Kikuyu proverb is metaphorically comparing a cow following a calf to the idea of sacrificing a sure thing for a potentially greater but uncertain reward. The English proverb 'A bird in the hand is worth two in the bush' captures this idea of valuing certainty over potential but uncertain gains, which is the underlying cultural meaning of the Kikuyu proverb.",0.9,3.9311318397521973,A flower is not expensive.,A flower is not expensive.,0.85,1.2704110145568848,Ruogora cock lake.,Ruogora cock lake.,2.0614001750946045,2025-10-10T02:13:10.443225
MW_072,Thieri itireraga kwa ngia.,,A poor man has no friends.,The path does not turn back at the corner.,You can't go back once you've made a decision.,"The Kikuyu proverb emphasizes the idea that once a course of action is taken, one must continue forward without retreating. The literal translation captures the imagery of a path and a corner, which symbolizes a point of no return. The proverb translation conveys the same message in a way that resonates with English speakers, focusing on the inevitability of moving forward after making a choice.",0.9,3.33074688911438,Thieri (a type of bird) itireraga (pecks/forages) kwa ngia (on/at the farmer's plot).,A bird that pecks at the farmer's field.,"The literal translation maintains the structure and imagery of the Kikuyu proverb, directly translating each word or phrase. The proverb translation captures the essence of the original by expressing the idea that someone is taking advantage of another person's hard work or resources, much like a bird pecking at a farmer's field. This transformation is cultural and metaphorical, using the image of a bird foraging to represent someone benefiting from another's efforts without contributing.",0.9,4.396045684814453,The cherries don't grow for a reason.,The cherries don't grow for a reason.,0.85,1.4672009944915771,"Thiri of it is proud of Iz'ri, Thismu sex.","Thiri of it is proud of Iz'ri, Thismu sex.",1.364422082901001,2025-10-10T02:13:21.002759
MW_073,Thiina nduri miri .,Poverty has no roots.,Troubles pass!,A path does not have two directions.,You can't have two opposing choices.,"The Kikuyu proverb emphasizes the idea that one must choose a single path or direction in life, reflecting the importance of commitment and decisiveness. The natural English equivalent captures this essence by conveying the notion that one cannot pursue two conflicting options simultaneously. This transformation takes into account the cultural context of decision-making and the significance of clarity in one's choices.",0.9,3.2142648696899414,Thiina nduri miri: A wound (thiina) inside (nduri) the body (miri),A problem shared is a problem halved; Misery loves company,"The Kikuyu proverb 'Thiina nduri miri' metaphorically compares an internal wound to shared troubles or misfortunes. In Kikuyu culture, the proverb acknowledges the comfort and mutual support found in sharing one's burdens with others. The English equivalents 'A problem shared is a problem halved' and 'Misery loves company' capture this idea of finding solace and support in shared experiences, even if the original metaphor of an internal wound is not explicitly retained.",0.9,4.31390905380249,We are not afraid of the trees.,We are not afraid of the trees.,0.85,1.323622226715088,Thi diri citizens.,Thi diri citizens.,2.0454976558685303,2025-10-10T02:13:31.901138
MW_074,Thiiri utarihwo no wa urogi.,The only debt which is not payable is the one of poisoning someone.,"As long as one is alive, there is always a chance to overcome one’s enemies. “He that dies pays all debts.”-William Shakespeare",A path is not cleared for a witch.,You can't pave the way for someone who brings harm.,"The Kikuyu proverb warns against enabling or facilitating someone who has harmful intentions, using the imagery of a path being cleared for a witch, which evokes the idea of inviting trouble or danger. The English equivalent captures the essence of the warning while making it relatable to a broader audience, emphasizing the importance of being cautious about who we support or assist.",0.9,2.681692123413086,A person who is not contented with what they have will always be poor.,Greed is the root of poverty.,"While the literal translation maintains the structure of the Kikuyu proverb, the English equivalent aims to capture the essence of the message. The Kikuyu proverb uses the image of a person who is never satisfied with their portion of a pumpkin (thiiri), implying that their greed leads to them having nothing. This is transformed into the more direct and culturally neutral statement 'Greed is the root of poverty', which conveys the same moral lesson: that wanting more than one's share or being ungrateful for what one has can lead to deprivation.",0.9,4.384819984436035,The Tire is not a witch.,The Tire is not a witch.,0.85,1.3442039489746094,Thiiri Utihiwo no wa Urogi.,Thiiri Utihiwo no wa Urogi.,2.1951189041137695,2025-10-10T02:13:42.508076
MW_075,Thogora nduri mwana na nyina.,"In business bargain, there is no child or mother.",Friendship does not mix with business.,"Pull the bowstring, child and mother.",A child learns from their parent.,"The Kikuyu proverb emphasizes the relationship between a child and their mother, suggesting that children learn behaviors and values from their parents. The imagery of 'pulling the bowstring' symbolizes the guidance and influence a parent has over their child, much like how a bowstring is essential for the arrow to fly. The English equivalent captures this essence by directly stating that children learn from their parents, which is a common understanding across cultures. The transformation from a specific metaphor to a more general statement reflects the universal nature of parental influence.",0.9,2.8871710300445557,Thogora (a type of bird) is a child to its mother.,A mother's love knows no bounds; she protects her young fiercely.,"This Kikuyu proverb uses the imagery of a Thogora bird and its mother to convey the depth of a mother's love and protective instincts. The literal translation maintains the original structure but loses some of the cultural and emotional context. The proverb translation aims to capture the full meaning by drawing a parallel between the bird's devotion to its young and a mother's unwavering love, which is a universal concept understood across cultures.",0.9,3.584986925125122,The answer is not the child and the mother.,The answer is not the child and the mother.,0.85,1.3641998767852783,Were a child to the baby and her.,Were a child to the baby and her.,1.3266258239746094,2025-10-10T02:13:51.672101
