proverb_id,kikuyu_text,expert_translation,expert_cultural_meaning,raw_translation,raw_tokens_prompt,raw_tokens_completion,raw_tokens_total,raw_prompt_length,raw_error,trad_rag_translation,trad_rag_tokens_prompt,trad_rag_tokens_completion,trad_rag_tokens_total,trad_rag_prompt_length,trad_rag_retrieved_count,trad_rag_retrieved_ids,trad_rag_error,ograg_translation,ograg_explanation,ograg_tokens_prompt,ograg_tokens_completion,ograg_tokens_total,ograg_prompt_length,ograg_retrieved_count,ograg_retrieved_ids,ograg_concepts,ograg_error,total_tokens,estimated_cost,timestamp
MW_073,Thiina nduri miri .,Poverty has no roots.,Troubles pass!,The journey of a thousand miles starts with one step.,37,11,48,76,,The journey is not seen by the hill.,127,9,136,343,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The journey is long for the one who travels alone.,"This proverb emphasizes the importance of community and relationships in the Kikuyu culture. It suggests that life's journey (Thiina) is challenging when one is alone (Nduri miri), metaphorically referring to the hardships of poverty and the struggle to acquire wealth. It aligns with the Kikuyu belief that wealth (Utonga) is not just material possessions but also includes social capital. The proverb encourages collective effort and cooperation as a means to overcome challenges and achieve prosperity.",986,116,1102,4427,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1286,0.05144,2025-11-10T22:35:43.578189
MW_074,Thiiri utarihwo no wa urogi.,The only debt which is not payable is the one of poisoning someone.,"As long as one is alive, there is always a chance to overcome one’s enemies. “He that dies pays all debts.”-William Shakespeare",A journey is not cursed by the one who does not undertake it.,41,14,55,85,,A secret is not bewitched by a witch.,131,10,141,352,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A river is not cursed by those who drink from it.,"This proverb emphasizes the importance of gratitude and respect for resources that provide sustenance and wealth. In the Kikuyu culture, a river symbolizes a source of life and prosperity. The phrase ""not cursed by those who drink from it"" metaphorically refers to the appreciation and respect one should have for the sources of their wealth or prosperity. It teaches the principle of not biting the hand that feeds you.",990,100,1090,4436,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1286,0.05144,2025-11-10T22:35:55.661941
MW_075,Thogora nduri mwana na nyina.,"In business bargain, there is no child or mother.",Friendship does not mix with business.,A secret is between the child and the mother.,41,10,51,86,,Raise a child with both the mother and father.,131,10,141,353,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A borrower is a child to his lender.,"This proverb emphasizes the power dynamics in a lending relationship, where the borrower is in a position of dependency and subservience, much like a child to a parent. It reflects the Kikuyu cultural value of self-reliance and the social implications of debt. The metaphor of a child and parent relationship is used to illustrate the imbalance of power and autonomy in a debtor-creditor relationship.",990,95,1085,4437,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1277,0.05108,2025-11-10T22:36:03.135808
MW_076,Thogora ni mururumo utaruo.,Buying and selling causes much noice but no strife.,It is normal to disagree. “Price is what you pay. Value is what you get.” Warren Buffett,"A secret is like a growing tumor, it will eventually reveal itself.",41,14,55,84,,A visitor brings freshness if he does not overstay.,131,11,142,351,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A borrowed coat does not warm the body.,"This proverb emphasizes the importance of self-reliance and ownership. It suggests that relying on others for your needs, such as borrowing a coat, does not provide the same comfort and security as having your own. This reflects the Kikuyu values of hard work, self-sufficiency, and wealth acquisition. The metaphor of the coat not providing warmth when borrowed, implies that temporary solutions or handouts are not as satisfying or effective as owning one's resources.",990,108,1098,4435,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1295,0.0518,2025-11-10T22:36:10.451168
MW_077,Thogora ni maitho.,Buying and selling involves the eyes.,"First impressions matter, but let the buyer beware.",Observation is the key to learning.,38,8,46,75,,Leadership is eyes.,128,5,133,342,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Wisdom is in the eyes.,"This proverb emphasizes the importance of wisdom and insight in the Kikuyu culture. It metaphorically uses ""eyes"" to represent understanding and knowledge. The cultural meaning is that wisdom is not just about intellectual knowledge but also about the ability to see and understand things clearly, to discern truth, and to make wise decisions. This is a common theme in many Kikuyu proverbs, which often stress the value of wisdom and understanding in life.",987,102,1089,4426,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1268,0.05072,2025-11-10T22:36:19.724860
MW_078,Thogora uuragagwo ni kiongereri.,A bargain breaks down over the extra demand.,Make a fair deal if you can. Fair exchange is no robbery.,The one who is absent is always wrong.,43,9,52,89,,A secret is only known when revealed.,133,8,141,356,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The one who perseveres is the one who wears the crown.,This proverb emphasizes the cultural value of persistence and hard work in the Kikuyu community. The metaphor of wearing a crown is used to symbolize the attainment of success or wealth (utonga). It suggests that wealth and prosperity are not easily attained but are the result of consistent effort and perseverance.,992,79,1071,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1264,0.05056,2025-11-10T22:36:26.382503
MW_079,Tiga kwihira uriri wi riikoini. GJW T 85) MW,When you are poor do not equate yourself with the rich.,Be yourself.,"Do not despise a small beginning, the dawn is friend to the day.",52,16,68,101,,"Do not despise a small beginning, it grows to be a big tree.",142,16,158,368,5,"MW_005,MW_002,MW_003,MW_004,MW_006",,"Do not despise the small beginnings, for they are the roots of prosperity.","This proverb emphasizes the cultural value of patience and hard work in the pursuit of wealth. It suggests that even the smallest efforts or investments can lead to significant wealth and prosperity over time. The metaphor of ""roots"" is used to symbolically represent the foundation or starting point of wealth accumulation.",1001,79,1080,4452,5,"MW_005,MW_002,MW_003,MW_004,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1306,0.05224,2025-11-10T22:36:38.158144
MW_080,Uhunii eetaga uhutii mukoroku. .,"He who is satisfied, calls the hungry one greedy.",We are all protective of our turfs.,The one who fetches firewood is the one who gets pricked by thorns.,45,18,63,89,,The one who fetches firewood is the one who gets pricked by thorns.,135,18,153,356,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The one who seeks honey must brave the bees.,"This proverb emphasizes the concept of risk-taking and hard work in the pursuit of wealth (honey). Just as one must face the threat of bees to get honey, one must also face challenges and take risks to acquire wealth. It underscores the cultural value of perseverance and courage in the face of adversity.",994,76,1070,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1286,0.05144,2025-11-10T22:36:46.854347
MW_081,Ukari muhithe ndumenanagirwo. MW,Hidden miserliness does not attract scorn.,Be hospitable as a habit.,A guest is not served food that is not good.,44,11,55,89,,You do not show a monkey a ripe banana.,134,10,144,356,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Wealth is not found in the hands of the stingy.,"This proverb emphasizes the cultural value of generosity and community in the Kikuyu society. It suggests that true wealth is not just about material possessions, but also about one's social standing and relationships. The stingy person, who is unwilling to share or contribute to the community, is seen as lacking in true wealth. The metaphor of 'hands' is used to symbolize one's actions or behavior.",993,99,1092,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1291,0.05164,2025-11-10T22:36:54.081077
MW_082,"Urugari nduri indo, ni heho iri indo.","Warmth has no wealth, it is the cold that has.",God helps those who help themselves.,"A market is not a farm, it is wisdom that is wealth.",44,14,58,94,,"The forest that you know, is better than the unknown path.",134,13,147,361,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"A borrowed coat does not provide warmth, true warmth comes from one's own coat.","This proverb emphasizes the importance of ownership and self-reliance. It suggests that borrowed wealth or resources (represented by the borrowed coat) do not offer the same comfort, security, or satisfaction as those that are earned or owned (the coat one owns). The metaphor of warmth from a coat is used to symbolize the comfort and security that come with wealth or resources. This proverb teaches the value of working to acquire one's own wealth, rather than relying on others.",993,117,1110,4445,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1315,0.0526,2025-11-10T22:37:02.447642
MW_083,Urume uri iraria.(Urume wi indo),Bravery brings wealth.,Believe in yourself. Fortune favours the brave. “Yes we can!” President Barack Obama,A visitor brings blessings. (A visitor brings food),41,11,52,89,,The man is a blessing. (The man has wealth),131,12,143,356,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A borrower is a slave. (A borrower is not wealthy),"This proverb emphasizes the cultural value of self-sufficiency and the social implications of debt. In Kikuyu culture, borrowing is seen as a sign of poverty and dependence, which can lead to a loss of social standing and autonomy. The metaphor of slavery underscores the perceived loss of freedom that comes with debt. The proverb cautions against the pitfalls of borrowing and encourages wealth creation through hard work and prudent resource management.",990,103,1093,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1288,0.05152,2025-11-10T22:37:10.345854
MW_084,Utaana uminagira murokerwo ng’ombe.,Generosity ruins the man who gives his cows to morning visitors.,Too much of anything can cause problems. It is balance that matters.,You don't show a grown-up how a cow is roped.,46,14,60,92,,You don't appreciate the value of a cow until you lose it.,136,14,150,359,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The one who despises the calf will not own a cow.,"This proverb emphasizes the importance of appreciating small beginnings or opportunities. In Kikuyu culture, wealth is often measured in livestock, particularly cows. Therefore, the calf symbolizes a small, but potential source of wealth. Disregarding it implies a lack of understanding of the process of wealth accumulation, as a calf grows into a cow. The proverb teaches the principle of patience and nurturing in the process of wealth creation.",995,104,1099,4443,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1309,0.05236,2025-11-10T22:37:19.104201
MW_085,Utari ndari ngoro (Githumbi/ githumba gitiri ngoro),He who has nothing has no heart.,Appreciate the help given to you always. “Give thanks for a little and you will find a lot.”- Hausa proverb (Nigeria),The stomach is not a sack (A big stomach doesn't mean a big heart).,52,17,69,108,,There is no heart in a stomach (A big stomach doesn't have a heart).,142,17,159,375,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A home without a heart is not a home (A hollow gourd makes no sound),"This proverb emphasizes the importance of warmth, love, and community in defining a home. Material wealth alone does not make a home; it is the presence of a loving and caring family (the heart) that truly makes a home. Similarly, a hollow gourd, despite its appearance, is empty and makes no sound, symbolizing a lack of substance or value. This metaphorically refers to a home that may look wealthy but lacks the warmth and love of a family.",1001,118,1119,4459,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1347,0.05388,2025-11-10T22:37:31.186498
MW_086,Utari ndeetagwo ndundu. .,A poor man is not invited to a private discussion.,Don’t judge others,A place you have never been to is called a wilderness.,41,12,53,82,,A place is not deserted without reason.,131,8,139,349,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,One does not inherit poverty.,"This proverb emphasizes the Kikuyu cultural belief that poverty is not a condition that is passed down through generations, but rather a result of an individual's actions and choices. It underscores the value of personal effort and responsibility in overcoming economic hardship. The metaphor of inheritance is used to highlight the contrast between material wealth, which can be inherited, and poverty, which is seen as a personal condition rather than a family legacy.",990,96,1086,4433,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1278,0.05112,2025-11-10T22:37:39.696982
MW_087,Utari ni wa kwa mari. (Muthiini egiritagia itonga) .,"A poor man leans on the rich. Kiswahili : Maskini hutegemea matajiri. Meaning: Each person needs another, regardless of status. Teaching: This proverb teaches that within a family or community, people cannot be equal. Some are poor and others rich. But they need each other for daily objectives to be achieved. Bible parallel: 1 Thessalonians 5:11 “Therefore encourage one another and build each other up, just as in fact you are doing.”","Each person needs another, regardless of status.",A poor man does not rule. (He who lacks counsel cannot lead).,51,15,66,109,,He who is not at home does not inherit. (The absent one does not participate in the division of property).,153,23,176,386,5,"MW_007,MW_005,MW_013,MW_016,MW_017",,No one is born with wealth. (The morning sun does not promise riches).,"This proverb emphasizes the Kikuyu cultural belief that wealth is not inherited or given, but rather earned through hard work and perseverance. The metaphor of the morning sun not promising riches further illustrates the uncertainty of wealth and the need for personal effort in achieving prosperity. The proverb encourages individuals to strive for success and not rely on circumstances or inheritance.",990,90,1080,4280,5,"MW_007,MW_005,MW_013,MW_016,MW_017",poverty,,1322,0.05288,2025-11-10T22:37:49.206514
MW_088,Uthaka nduriagwo.,Beauty is not consumed.,Beauty is not all in life.,A cooking pot is not ridiculed.,38,8,46,74,,Soil is not sold.,128,6,134,341,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The poor are not consulted.,"This proverb reflects the cultural reality that those who lack wealth, or ""uthĩĩni"" in Kikuyu, often lack social standing and influence as well. Their opinions and ideas are not sought after or valued, reflecting a deeper societal marginalization. The metaphor of ""consultation"" implies a level of respect and recognition that is denied to the poor.",987,87,1074,4425,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1254,0.05016,2025-11-10T22:37:56.744470
MW_089,Uthaka wa mundurume ni mbeeca. M,The beauty of a man is money.,"Accept a person for what they are and not for what they have. “If you marry a monkey for his wealth, the money goes and the monkey remains as is. ~ Egyptian proverb",The wealth of a man is his sheep.,44,9,53,89,,The wealth of a man is his sheep.,134,9,143,356,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,A man's wealth is his character.,"This proverb emphasizes the cultural value placed on personal integrity and character in the Kikuyu society. It suggests that true wealth is not measured in material possessions (utonga), but in the quality of one's character (mbeeca). This aligns with the Kikuyu concept of wealth acquisition, which involves not just amassing possessions, but also building social capital and community standing. The metaphor of character as wealth underscores the idea that a person's worth is determined by their actions and behavior, not their material wealth.",993,120,1113,4440,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1309,0.05236,2025-11-10T22:38:15.653800
MW_090,Uthuri wa gitonga ndunungaga.,A rich man’s breaking of wind is odourless.,Money is power! “Some are more equal than others!”- The Animal Farm by George Orwell,The owner of wealth is never satisfied.,41,8,49,86,,The silence of the rich screams.,131,7,138,353,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The path to wealth is not walked in a day.,"This proverb emphasizes the cultural concept of wealth acquisition, suggesting that achieving wealth, or 'utonga', is a process that takes time and patience. It underscores the idea that wealth is not just about material possessions, but also about social capital, and these things cannot be rushed or achieved overnight. The metaphor of a path or journey is used to convey this process.",990,89,1079,4437,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1266,0.050640000000000004,2025-11-10T22:38:23.408308
MW_091,Utonga nduhanyukagiruo.,Riches are not rushed for.,Come easy go easy.,A gift does not get lost on the way.,40,10,50,80,,Wealth does not bring happiness.,123,7,130,331,5,"MW_002,MW_003,MW_004,MW_006,MW_008",,Wealth is not stumbled upon.,"This proverb emphasizes the cultural value of hard work and strategic planning in acquiring wealth. It suggests that wealth is not something one can simply stumble upon by chance, but rather, it is the result of deliberate actions and decisions. The metaphor of stumbling upon something implies a lack of intention or effort, which contrasts with the Kikuyu cultural belief that wealth is earned.",874,85,959,3919,5,"MW_002,MW_003,MW_004,MW_006,MW_008",wealth,,1139,0.04556,2025-11-13T21:37:33.187491
MW_092,Utonga nduri nyoni.,Riches have no bird of ill will.,Wealth is good!,The early bird catches the worm.,37,7,44,76,,The early bird catches the worm.,120,7,127,327,5,"MW_002,MW_003,MW_004,MW_006,MW_008",,Wealth is like a bird.,"This proverb uses the metaphor of a bird to represent wealth. In Kikuyu culture, birds are seen as elusive and unpredictable, often flying away when approached. This metaphor suggests that wealth, like a bird, is not easy to catch and can easily fly away if not handled carefully. It emphasizes the need for careful management and wise decisions to acquire and maintain wealth.",871,86,957,3915,5,"MW_002,MW_003,MW_004,MW_006,MW_008",wealth,,1128,0.04511999999999999,2025-11-13T21:37:39.928947
MW_093,Utonga ni kiiruru.,Riches are but a shadow.,Riches do not last forever.,Poverty is a hindrance.,37,7,44,75,,Wealth is a shadow.,120,6,126,326,5,"MW_002,MW_003,MW_004,MW_006,MW_008",,Wealth is a shadow.,"This proverb implies that wealth, like a shadow, is temporary and can disappear. It also suggests that wealth follows the actions of the individual, just as a shadow follows the body. The cultural meaning emphasizes the transient nature of material wealth and the importance of actions in acquiring and maintaining it.",871,68,939,3914,5,"MW_002,MW_003,MW_004,MW_006,MW_008",wealth,,1109,0.044360000000000004,2025-11-13T21:37:45.963081
MW_094,Utonga ni wa ngai.,Wealth belongs to God.,Prosperity comes by fate.,Wealth belongs to God.,37,6,43,75,,Wealth belongs to God.,120,6,126,326,5,"MW_002,MW_003,MW_004,MW_006,MW_008",,Wealth is God's gift.,"This proverb emphasizes the belief that prosperity and wealth are blessings bestowed by a higher power, in this case, God. It reflects the Kikuyu culture's deep spiritual connection and the understanding that wealth is not merely a result of human effort but also divine favor. The metaphor of wealth as a gift underscores the idea that it should be appreciated and used wisely.",871,84,955,3914,5,"MW_002,MW_003,MW_004,MW_006,MW_008",wealth,,1124,0.04496000000000001,2025-11-13T21:37:52.429355
MW_095,Utonga wa muthiini ni ciana. W,The wealth of the poor consists in having children.,"Children support parents later in life when one is physically weak. “The old woman looks after the child to grow its teeth and the young one in turn looks after the old woman when she loses her teeth.” ~ Akan (Ghana, Ivory Coast) proverb",The wealth of a home is its children.,43,9,52,87,,The wealth of a bachelor is children.,153,8,161,393,5,"MW_087,MW_095,MW_022,MW_013,MW_097",,The wealth of the impoverished lies in their offspring.,"This proverb emphasizes the cultural value placed on children within the Kikuyu community. It suggests that even if an individual is lacking in material wealth, they are considered wealthy if they have children. This is because children are seen as a form of social capital, who will support their parents in old age and carry on the family lineage, thus ensuring the family's continuity and standing within the community.",1378,95,1473,5753,5,"MW_087,MW_095,MW_022,MW_013,MW_097","poverty,wealth",,1686,0.06744,2025-11-13T21:38:02.077499
MW_096,"Utonga wa muici nduthuunaga, na ni uteeaga wake.","Unlawful riches do not prosper, they ruin even the legitimate ones.",Corruption leads to poverty.,"The poverty of a wise man is not obvious, it is his own secret.",49,16,65,105,,"The wealth of a thief is short-lived, and it does not benefit him.",132,16,148,356,5,"MW_002,MW_003,MW_004,MW_006,MW_008",,"The wealth of the wicked is fleeting, and it does not satisfy.","This proverb emphasizes the Kikuyu cultural value of wealth obtained through honest means. It suggests that ill-gotten wealth is not only unstable but also cannot bring true satisfaction. The metaphor of wealth ""fleeing"" or being ""unsatisfying"" conveys the idea that dishonest wealth is not fulfilling in the long term.",883,86,969,3944,5,"MW_002,MW_003,MW_004,MW_006,MW_008",wealth,,1182,0.047279999999999996,2025-11-13T21:38:08.886497
MW_097,Waariire aanyamaririe weigiire.,"He who ate (spent all his resources) persecuted the one who kept some aside. 98.Wagi ndumenanagirwo (GJW W 18, N 641) W English: Poverty does not cause enemity. 99.Waagi wi gitaranio. (KW vol.1 pg 348) W English: Lacking leads to dreamy thoughts of what the opposite would bring. 100.Wooni wi njaci. (Ba 991, KW vol.1 pg 321) MW English: The state of having acquired wealth, breeds contemptuous pride. A COLLECTION OF 100 PROVERBS AND WISE SAYINGS OF THE GIKUYU OF KENYA ABOUT MONEY AND WEALTH",A fool and his money are soon parted.,Those who have traveled have seen more than those who have aged.,41,13,54,88,,Those who have travelled have stories to tell.,131,9,140,355,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,"Those who have tasted the sweetness of wealth, will not let it go.","This proverb expresses the cultural concept of wealth (utonga) in the Kikuyu community. It metaphorically refers to the experience of wealth as a sweet taste that one would not want to lose. It emphasizes the value of wealth not just as material possessions, but also as social capital, and the desire to maintain and grow this wealth. It also implies that once one has experienced the benefits of wealth, they will strive to retain it, reflecting the cultural emphasis on wealth acquisition and preservation.",990,120,1110,4439,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1304,0.052160000000000005,2025-11-13T21:38:17.624601
MW_098,Wagi ndumenanagirwo.,Poverty does not cause enemity.,Do not despise the poor.,Those who are absent are always wrong.,39,8,47,77,,They are not called upon who do not respond.,129,10,139,344,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Borrowed robes do not keep one warm.,"This proverb emphasizes the importance of self-reliance and the limitations of depending on others for one's needs. In the Kikuyu culture, it is believed that true comfort and satisfaction come from one's own hard work and wealth (utonga), rather than relying on borrowed or temporary solutions. The metaphor of ""borrowed robes"" symbolizes temporary or superficial solutions that do not truly solve the problem or meet the need, in this case, the need for warmth. This can be applied to various life situations where a person might rely on temporary or superficial solutions instead of addressing the root cause of a problem or working towards a sustainable solution.",988,144,1132,4428,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1318,0.05272,2025-11-13T21:38:25.611263
MW_099,Waagi wi gitaranio.,Lacking leads to dreamy thoughts of what the opposite would bring.,There is hope always that a people can change their status positively.,Traders love bargaining.,37,5,42,76,,They are birds of the same feather.,127,8,135,343,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,Borrowers do not form a council.,"This proverb emphasizes the cultural value of self-reliance and the negative view of dependency, particularly in the context of wealth and resources. The metaphor of forming a council signifies unity, strength, and decision-making power. Therefore, the proverb suggests that those who are constantly in debt or dependent on others for resources do not have the unity or power that comes with self-sufficiency and wealth. This aligns with the Kikuyu cultural concepts of wealth (utonga) and poverty (Ũthĩĩni), where wealth is not just material but also includes social capital and standing within the community.",986,138,1124,4427,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1301,0.052039999999999996,2025-11-13T21:38:34.884804
MW_100,"Wooni wi njaci. (woni wi njaci, wagi gitaranjo)","The state of having acquired wealth, breeds contemptuous pride.",Pride comes before a fall. “Make some money but don’t let money make you.” ~ Tanzania,"If you see a hyena during the day, it has been chased from its hiding place.",51,19,70,104,,"Seeing is believing. (If you see it with your own eyes, you won't doubt it)",141,20,161,371,5,"MW_002,MW_003,MW_004,MW_005,MW_006",,The poor have no friends.,"This proverb speaks to the Kikuyu concept of poverty (Ũthĩĩni) as both a lack of material resources and social isolation. It suggests that those who are poor often find themselves without the support of friends, as friendship in this context is tied to one's ability to participate in and contribute to community life. The proverb also implies a critique of a society that values individuals based on their wealth (utonga) rather than their inherent worth.",1000,107,1107,4455,5,"MW_002,MW_003,MW_004,MW_005,MW_006","ownership,poverty,utonga,wealth,wealth acquisition",,1338,0.053520000000000005,2025-11-13T21:38:41.043542
